Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,Onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,MA_battery,CT_battery,ME_battery,Total
t1308,-0.0,1108.5291172198513,8983.302219150002,-0.0,-0.0,5493.307693999999,0.0,-0.0,0.0,15585.139030369854
t1309,-0.0,1225.4522545377852,8964.30221915,-0.0,-0.0,5029.615872282239,0.0,-0.0,0.0,15219.370345970026
t1310,-0.0,2075.2838379705704,8953.30221915,-0.0,-0.0,5402.476624742785,0.0,-0.0,0.0,16431.062681863354
t1311,-0.0,1381.892967883034,8931.30221915,-0.0,-0.0,4738.807208092027,0.0,-0.0,0.0,15052.002395125062
t1312,-0.0,1232.7854129758434,8919.302219150002,-0.0,-0.0,4836.941485709941,0.0,-0.0,0.0,14989.029117835787
t1313,5.7431677752876045,583.3934935166583,8975.30221915,-0.0,-0.0,5489.307694,225.47325185805323,-0.0,0.0,15279.2198263
t1314,5.7431677752876045,-0.0,9098.302219150002,-0.0,-0.0,5548.307694,1241.8667453747114,-0.0,0.0,15894.219826300003
t1315,12.271726015571804,-0.0,9105.30221915,-0.0,-0.0,5552.307693999999,1259.338187134428,-0.0,-0.0,15929.2198263
t1316,5.7431677752876045,-0.0,9005.302219150002,-0.0,-0.0,5504.307693999999,914.8667453747114,-0.0,-0.0,15430.219826300001
t1317,5.7431677752876045,-0.0,8875.30221915,-0.0,-0.0,5442.307694,458.86674537471185,-0.0,-0.0,14782.2198263
t1318,5.7431677752876045,-0.0,8703.30221915,-0.0,-0.0,5217.392948328972,0.0,-0.0,-0.0,13926.43833525426
t1319,-0.0,-0.0,8486.30221915,-0.0,-0.0,4344.164947193418,0.0,-0.0,-0.0,12830.467166343418
t1320,-0.0,-0.0,8271.30221915,-0.0,-0.0,3475.238573921141,0.0,0.0,-0.0,11746.54079307114
t1321,-0.0,-0.0,8113.30221915,-0.0,-0.0,2831.1827362713266,0.0,0.0,-0.0,10944.484955421327
t1322,-0.0,-0.0,8017.30221915,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,10606.060065813697
t1323,-0.0,-0.0,7966.30221915,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,10555.060065813697
t1324,-0.0,-0.0,7948.302219150001,-0.0,-0.0,2588.757846663698,0.0,-0.0,0.0,10537.0600658137
t1325,-0.0,-0.0,7973.30221915,-0.0,-0.0,2588.757846663698,0.0,-0.0,0.0,10562.060065813697
t1326,-0.0,-0.0,8052.30221915,-0.0,-0.0,2588.757846663698,0.0,-0.0,0.0,10641.060065813697
t1327,-0.0,-0.0,8171.30221915,-0.0,-0.0,3070.2914587013292,0.0,-0.0,0.0,11241.59367785133
t1328,-0.0,359.3247634648691,8310.302219150002,-0.0,-0.0,3268.520757219734,0.0,-0.0,0.0,11938.147739834605
t1329,-0.0,1311.005769648468,8479.302219150002,-0.0,-0.0,2976.601233983467,0.0,-0.0,0.0,12766.909222781936
t1330,-0.0,1849.1781194637654,8608.302219150002,-0.0,-0.0,2953.778004461686,0.0,0.0,0.0,13411.258343075455
t1331,-0.0,2180.3924422494097,8672.302219150002,-0.0,-0.0,2875.435595237168,0.0,0.0,0.0,13728.13025663658
t1332,-0.0,2302.611749550386,8674.30221915,-0.0,-0.0,2755.889613553887,0.0,0.0,0.0,13732.803582254273
t1333,-0.0,2379.202515458997,8645.30221915,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,13613.262581272695
t1334,-0.0,2323.3890317915516,8597.30221915,-0.0,-0.0,2588.757846663698,0.0,-0.0,0.0,13509.449097605251
t1335,-0.0,2294.871193421324,8562.30221915,-0.0,-0.0,2588.757846663698,0.0,-0.0,0.0,13445.931259235022
t1336,-0.0,1887.473502418071,8556.30221915,-0.0,-0.0,2703.0901514416787,0.0,-0.0,0.0,13146.86587300975
t1337,-0.0,1214.452516880697,8626.30221915,-0.0,-0.0,3674.372542096687,0.0,-0.0,0.0,13515.127278127386
t1338,-0.0,313.6962220725048,8820.30221915,-0.0,-0.0,5373.386018113892,0.0,-0.0,0.0,14507.384459336397
t1339,-0.0,-0.0,8951.302219150002,-0.0,-0.0,5461.514444438181,752.0763225871993,0.0,-0.0,15164.892986175382
t1340,-0.0,-0.0,8885.30221915,-0.0,-0.0,5447.307693999999,501.60991315000024,0.0,0.0,14834.2198263
t1341,-0.0,-0.0,8791.30221915,-0.0,-0.0,5402.307693999999,170.60991314999896,0.0,0.0,14364.2198263
t1342,-0.0,-0.0,8664.30221915,-0.0,-0.0,5064.530812284683,0.0,0.0,0.0,13728.833031434682
t1343,-0.0,-0.0,8485.30221915,-0.0,-0.0,4335.006155988394,0.0,0.0,0.0,12820.308375138395
t1344,-0.0,-0.0,8311.30221915,-0.0,-0.0,3637.0174200090637,0.0,0.0,0.0,11948.319639159065
t1345,-0.0,-0.0,8181.30221915,-0.0,-0.0,3107.946472422054,0.0,0.0,0.0,11289.248691572055
t1346,-0.0,-0.0,8096.302219150001,-0.0,-0.0,2766.071197836157,0.0,0.0,0.0,10862.373416986158
t1347,-0.0,-0.0,8053.3022191499995,-0.0,-0.0,2590.054164940696,0.0,0.0,0.0,10643.356384090695
t1348,-0.0,-0.0,8044.302219150001,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,10633.0600658137
t1349,-0.0,-0.0,8061.30221915,-0.0,-0.0,2622.609934158281,0.0,0.0,0.0,10683.912153308282
t1350,-0.0,-0.0,8125.30221915,-0.0,-0.0,2882.0560878989595,0.0,0.0,0.0,11007.35830704896
t1351,-0.0,-0.0,8205.30221915,-0.0,-0.0,3207.6534778760642,0.0,0.0,0.0,11412.955697026064
t1352,-0.0,461.17418621568237,8315.30221915,-0.0,-0.0,3183.987166708394,0.0,0.0,-0.0,11960.463572074077
t1353,-0.0,1517.9637966781206,8474.30221915,-0.0,-0.0,2714.4040376062535,30.175058094017544,0.0,-0.0,12736.845111528391
t1354,-0.0,2335.6109625216495,8575.30221915,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,13499.67102833535
t1355,-0.0,2930.0041936953953,8624.302219150002,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,14143.064259509094
t1356,-0.0,3105.9999962088,8638.30221915,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,14333.060062022498
t1357,-0.0,3116.5923361748855,8624.302219150002,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,14329.652401988587
t1358,-0.0,3108.0369846638173,8573.30221915,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,14270.097050477514
t1359,-0.0,2951.1888736275646,8324.94503467641,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,13864.891754967673
t1360,-0.0,2322.9816341005485,8516.30221915,-0.0,-0.0,2588.757846663698,0.0,0.0,0.0,13428.041699914247
t1361,-0.0,1492.705139835919,8599.30221915,-0.0,-0.0,3279.6715671180173,-0.0,0.0,-0.0,13371.678926103938
t1362,-0.0,442.02649473852944,8820.30221915,-0.0,-0.0,5244.548228419408,0.0,0.0,-0.0,14506.876942307937
t1363,-0.0,-0.0,9025.30221915,-0.0,-0.0,5513.307694,990.6099131499992,0.0,-0.0,15529.219826300001
t1364,-0.0,-0.0,8969.30221915,-0.0,-0.0,5487.307694,796.6099131500002,0.0,-0.0,15253.219826300001
t1365,-0.0,-0.0,8856.30221915,-0.0,-0.0,5433.307694,401.6099131500006,0.0,-0.0,14691.219826300003
t1366,-0.0,-0.0,8683.30221915,-0.0,-0.0,5139.820990825504,0.0,0.0,-0.0,13823.123209975503
t1367,-0.0,-0.0,8467.302219150002,-0.0,-0.0,4266.835070851339,0.0,0.0,0.0,12734.137290001341
t1368,-0.0,-0.0,8275.30221915,-0.0,-0.0,3490.516458529932,0.0,0.0,0.0,11765.818677679932
t1369,-0.0,-0.0,8150.302219150001,-0.0,-0.0,3187.6587198686307,0.0,0.0,0.0,11337.960939018632
t1370,-0.0,-0.0,8089.302219150001,-0.0,-0.0,4017.8500942865157,0.0,0.0,0.0,12107.152313436516
t1371,-0.0,-0.0,8067.302219150001,-0.0,-0.0,2681.563846956,0.0,0.0,0.0,10748.866066106002
t1372,-0.0,-0.0,8080.302219150001,-0.0,-0.0,2699.9199615997304,0.0,0.0,0.0,10780.222180749732
t1373,-0.0,-0.0,8160.302219150001,-0.0,-0.0,3020.437955974323,0.0,0.0,0.0,11180.740175124323
t1374,-0.0,-0.0,8381.30221915,-0.0,-0.0,3917.840702861675,0.0,0.0,0.0,12299.142922011675
t1375,-0.0,-0.0,8727.30221915,-0.0,-0.0,5320.937268224105,0.0,0.0,0.0,14048.239487374105
t1376,-0.0,458.32240237865955,8912.302219150002,-0.0,-0.0,5460.307694,138.28751077133956,0.0,-0.0,14969.219826300001
t1377,-0.0,1450.3357799715807,8932.30221915,-0.0,-0.0,4670.02573032826,0.0,0.0,-0.0,15052.663729449841
t1378,-0.0,2171.0222953563352,8921.30221915,-0.0,-0.0,3893.3198194930637,0.0,0.0,-0.0,14985.6443339994
t1379,-0.0,2661.1217176332484,8909.302219150002,-0.0,-0.0,3341.599261957259,0.0,0.0,-0.0,14912.02319874051
t1380,-0.0,2525.0508888381614,8884.30221915,-0.0,-0.0,3378.624243856206,0.0,0.0,0.0,14787.977351844367
t1381,-0.0,2346.610700178737,8851.302219150002,-0.0,-0.0,3427.303801615527,0.0,0.0,0.0,14625.216720944267
t1382,-0.0,2025.5813196681736,8826.302219150002,-0.0,-0.0,3653.998256944512,0.0,0.0,0.0,14505.881795762689
t1383,-0.0,1768.1059789541177,8789.30221915,-0.0,-0.0,3764.96414522767,0.0,0.0,0.0,14322.372343331788
t1384,-0.0,1517.5563989871173,8786.30221915,-0.0,-0.0,5297.702431174006,0.0,0.0,0.0,15601.561049311123
t1385,-0.0,940.6812685265111,8872.30221915,-0.0,-0.0,4946.608205493116,0.0,0.0,0.0,14759.591693169627
t1386,114.3191677752873,126.29328421100841,9066.302219150002,-0.0,-0.0,5533.307693999999,892.9974611637042,0.0,0.0,15733.219826300001
t1387,244.27172601557112,-0.0,9171.30221915,-0.0,-0.0,5584.307693999999,1259.338187134428,0.0,0.0,16259.2198263
t1388,114.3191677752873,-0.0,9088.30221915,-0.0,-0.0,5543.307693999999,1098.2907453747132,0.0,0.0,15844.219826300001
t1389,114.3191677752873,-0.0,8942.30221915,-0.0,-0.0,5474.307694,587.2907453747123,0.0,0.0,15118.219826300001
t1390,114.3191677752873,-0.0,8731.30221915,-0.0,-0.0,5373.307693999999,0.0,0.0,0.0,14218.929080925287
t1391,114.3191677752873,-0.0,8471.30221915,-0.0,-0.0,4162.445282281282,0.0,0.0,0.0,12748.06666920657
t1392,-0.0,-0.0,8233.302219150002,-0.0,-0.0,4603.913486904928,0.0,0.0,0.0,12837.215706054929
t1393,-0.0,-0.0,8084.30221915,-0.0,-0.0,3315.003135056039,0.0,0.0,0.0,11399.305354206039
t1394,-0.0,-0.0,8001.30221915,-0.0,-0.0,2681.563846956,0.0,-0.0,0.0,10682.866066106
t1395,-0.0,-0.0,7965.30221915,-0.0,-0.0,2681.563846956,0.0,-0.0,0.0,10646.866066106
t1396,-0.0,-0.0,7965.30221915,-0.0,-0.0,2681.563846956,0.0,-0.0,0.0,10646.866066106
t1397,-0.0,-0.0,8031.302219150001,-0.0,-0.0,2681.563846956,0.0,-0.0,0.0,10712.866066106002
t1398,-0.0,-0.0,8247.30221915,-0.0,-0.0,3376.551417367757,0.0,-0.0,0.0,11623.853636517757
t1399,-0.0,-0.0,8589.30221915,-0.0,-0.0,4761.3105514195095,0.0,-0.0,0.0,13350.61277056951
t1400,-0.0,442.841290120536,8772.30221915,-0.0,-0.0,5050.40249383995,0.0,-0.0,0.0,14265.546003110485
t1401,-0.0,1443.8174169155284,8810.302219150002,-0.0,-0.0,4180.138448454817,0.0,-0.0,0.0,14434.258084520348
t1402,-0.0,2142.9118546771106,8821.30221915,-0.0,-0.0,3514.9815595942455,0.0,-0.0,0.0,14479.195633421357
t1403,-0.0,2610.604403948845,8818.30221915,-0.0,-0.0,3024.7874894806364,0.0,0.0,0.0,14453.694112579484
t1404,-0.0,2957.299838992613,8797.302219150002,-0.0,-0.0,2681.563846956,0.0,0.0,0.0,14436.165905098615
t1405,-0.0,3012.2985272780525,8756.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,0.0,14450.164593384052
t1406,-0.0,3033.0758095192186,8731.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,0.0,14445.94187562522
t1407,-0.0,2812.266260995455,8695.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,14189.132327101455
t1408,-0.0,2221.5396090407385,8678.30221915,-0.0,-0.0,2856.88852933426,0.0,-0.0,-0.0,13756.730357525
t1409,-0.0,1469.8908691397369,8736.30221915,-0.0,-0.0,3855.4264505063493,0.0,-0.0,-0.0,14061.619538796087
t1410,205.57916777528743,421.2492124973636,8940.30221915,-0.0,-0.0,5473.307694,66.78153287734942,-0.0,-0.0,15107.219826300001
t1411,205.57916777528743,-0.0,9125.30221915,-0.0,-0.0,5561.307694,1136.0307453747128,-0.0,-0.0,16028.2198263
t1412,439.2717260155714,-0.0,9227.30221915,-0.0,-0.0,5610.307693999999,1259.338187134428,-0.0,-0.0,16536.2198263
t1413,205.57916777528743,-0.0,9077.30221915,-0.0,-0.0,5538.307694,968.0307453747117,-0.0,-0.0,15789.2198263
t1414,205.57916777528743,-0.0,8853.30221915,-0.0,-0.0,5432.307693999999,185.03074537471218,-0.0,-0.0,14676.2198263
t1415,205.57916777528743,-0.0,8581.30221915,-0.0,-0.0,4517.075245053644,0.0,0.0,-0.0,13303.956631978932
t1416,-0.0,-0.0,8343.30221915,-0.0,-0.0,5047.515615845463,0.0,0.0,-0.0,13390.817834995463
t1417,-0.0,-0.0,8185.302219150001,-0.0,-0.0,3125.2243570308465,0.0,0.0,-0.0,11310.526576180848
t1418,-0.0,-0.0,8108.302219150001,-0.0,-0.0,2948.516391739272,0.0,0.0,-0.0,11056.818610889273
t1419,-0.0,-0.0,8069.302219150001,-0.0,-0.0,2681.563846956,0.0,-0.0,-0.0,10750.866066106002
t1420,-0.0,-0.0,8069.302219150001,-0.0,-0.0,3939.5003690438093,0.0,-0.0,-0.0,12008.80258819381
t1421,0.0,-0.0,8127.302219150001,-0.0,-0.0,2891.214879103984,0.0,-0.0,-0.0,11018.517098253986
t1422,-0.0,-0.0,8320.30221915,-0.0,-0.0,4956.967401596477,0.0,-0.0,-0.0,13277.269620746478
t1423,-0.0,-0.0,8647.30221915,-0.0,-0.0,5333.307694,0.0,-0.0,-0.0,13980.609913150001
t1424,-0.0,4.888772292039036,8856.30221915,-0.0,-0.0,5433.307694,394.7211408579609,0.0,-0.0,14689.2198263
t1425,-0.0,402.10152102021067,8948.30221915,-0.0,-0.0,5477.307693999999,320.5083921297896,0.0,-0.0,15148.219826300001
t1426,-0.0,961.4585507676769,9006.30221915,-0.0,-0.0,5505.307694,0.0,0.0,-0.0,15473.068463917676
t1427,-0.0,1135.8247625170693,9057.30221915,-0.0,-0.0,5529.307694,0.0,0.0,-0.0,15722.434675667071
t1428,-0.0,1192.8604392575248,9075.30221915,-0.0,-0.0,5538.307694,0.0,0.0,-0.0,15806.470352407527
t1429,-0.0,1242.5629575599212,9066.302219150002,-0.0,-0.0,5533.307693999999,0.0,0.0,-0.0,15842.172870709923
t1430,-0.0,1334.2274380356537,9049.30221915,-0.0,-0.0,5525.307693999999,0.0,0.0,-0.0,15908.837351185653
t1431,-0.0,1124.8250248599813,9025.30221915,-0.0,-0.0,5513.307694,0.0,0.0,-0.0,15663.434938009981
t1432,-0.0,998.9391383399764,9017.30221915,-0.0,-0.0,5509.307693999999,0.0,0.0,-0.0,15525.549051489976
t1433,366.57116777528796,651.4289079142014,9075.30221915,-0.0,-0.0,5538.307694,148.60983746051005,0.0,-0.0,15780.2198263
t1434,783.2717260155727,111.21956964388808,9227.30221915,-0.0,-0.0,5610.307693999999,806.1186174905395,-0.0,-0.0,16538.2198263
t1435,783.2717260155727,-0.0,9325.30221915,-0.0,-0.0,5657.307694,1259.338187134428,-0.0,-0.0,17025.219826300003
t1436,722.2318286877074,-0.0,9250.30221915,-0.0,-0.0,5621.307693999999,1058.3780844622927,-0.0,0.0,16652.2198263
t1437,783.2717260155727,-0.0,9119.30221915,-0.0,-0.0,5558.307694,539.3381871344274,-0.0,0.0,16000.219826300003
t1438,366.57116777528796,-0.0,8911.30221915,-0.0,-0.0,5459.307693999999,225.03874537471214,-0.0,0.0,14962.2198263
t1439,-0.0,-0.0,8642.30221915,-0.0,-0.0,4977.022295836952,0.0,-0.0,0.0,13619.324514986953
t1440,-0.0,-0.0,8404.30221915,-0.0,-0.0,4010.428614911918,0.0,-0.0,0.0,12414.730834061918
t1441,-0.0,-0.0,8255.302219150002,-0.0,-0.0,4692.422003352656,0.0,0.0,-0.0,12947.724222502658
t1442,-0.0,-0.0,8174.30221915,-0.0,-0.0,3077.410552105097,0.0,0.0,-0.0,11251.712771255097
t1443,-0.0,-0.0,8130.302219150001,-0.0,-0.0,2902.4133681102644,0.0,0.0,-0.0,11032.715587260265
t1444,-0.0,-0.0,8133.302219150001,-0.0,-0.0,2914.6118571165443,0.0,0.0,-0.0,11047.914076266545
t1445,-0.0,-0.0,8193.30221915,-0.0,-0.0,4442.134640817002,0.0,-0.0,-0.0,12635.436859967002
t1446,-0.0,-0.0,8402.30221915,-0.0,-0.0,4654.997831105597,0.0,-0.0,-0.0,13057.300050255597
t1447,-0.0,-0.0,8736.30221915,-0.0,-0.0,5358.572433044202,0.0,-0.0,-0.0,14094.874652194201
t1448,-0.0,325.9181528026024,8937.30221915,-0.0,-0.0,5472.307693999999,358.6917603473977,-0.0,-0.0,15094.2198263
t1449,-0.0,1163.120407814287,8997.30221915,-0.0,-0.0,5227.487410110167,0.0,-0.0,-0.0,15387.910037074455
t1450,-0.0,1672.3675215683534,9013.30221915,-0.0,-0.0,4773.243839435254,0.0,0.0,-0.0,15458.913580153607
t1451,-0.0,1933.916839192442,9024.30221915,-0.0,-0.0,4551.277162520808,0.0,0.0,-0.0,15509.49622086325
t1452,-0.0,1948.175758377556,9006.30221915,-0.0,-0.0,4463.464889825532,0.0,0.0,-0.0,15417.94286735309
t1453,-0.0,1877.2885601429896,8973.302219150002,-0.0,-0.0,5488.307693999999,0.0,-0.0,-0.0,16338.898473292991
t1454,-0.0,1933.916839192442,8955.30221915,-0.0,-0.0,4270.453879668196,0.0,-0.0,-0.0,15159.672938010637
t1455,-0.0,1914.3617500242856,8920.30221915,-0.0,-0.0,4146.935852180149,0.0,-0.0,-0.0,14981.599821354434
t1456,-0.0,1618.998424046927,8905.30221915,-0.0,-0.0,5457.307694,0.0,-0.0,-0.0,15981.608337196929
t1457,-0.0,905.6450671002312,8961.30221915,-0.0,-0.0,5483.307693999999,0.0,-0.0,-0.0,15350.25498025023
t1458,106.36316777528755,59.072665195471686,9101.302219150002,-0.0,-0.0,5549.307693999999,1090.1740801792405,-0.0,-0.0,15906.219826300001
t1459,227.27172601557166,-0.0,9167.30221915,-0.0,-0.0,5581.307693999999,1259.338187134428,-0.0,-0.0,16235.2198263
t1460,106.36316777528755,-0.0,9082.30221915,-0.0,-0.0,5541.307693999999,1086.2467453747115,-0.0,-0.0,15816.2198263
t1461,106.36316777528755,-0.0,8964.30221915,-0.0,-0.0,5484.307694,672.246745374712,-0.0,-0.0,15227.2198263
t1462,106.36316777528755,-0.0,8802.30221915,-0.0,-0.0,5407.307694,104.24674537471233,-0.0,-0.0,14420.2198263
t1463,106.36316777528755,-0.0,8587.30221915,-0.0,-0.0,5305.307694,0.0,-0.0,-0.0,13998.973080925287
t1464,-0.0,-0.0,8368.30221915,-0.0,-0.0,3866.9673512340414,0.0,-0.0,-0.0,12235.269570384042
t1465,-0.0,-0.0,8215.30221915,-0.0,-0.0,3248.3481893980447,0.0,-0.0,-0.0,11463.650408548045
t1466,-0.0,-0.0,8122.30221915,-0.0,-0.0,2869.8377499920516,0.0,-0.0,-0.0,10992.139969142052
t1467,-0.0,-0.0,8063.302219150001,-0.0,-0.0,2681.563846956,0.0,-0.0,-0.0,10744.866066106002
t1468,-0.0,-0.0,8032.302219150001,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,10713.866066106002
t1469,-0.0,-0.0,8041.302219150001,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,10722.866066106002
t1470,-0.0,-0.0,8110.30221915,-0.0,-0.0,2824.0636428675584,0.0,0.0,-0.0,10934.36586201756
t1471,-0.0,-0.0,8237.30221915,-0.0,-0.0,3333.817008044519,0.0,-0.0,-0.0,11571.119227194518
t1472,-0.0,-0.0,8391.30221915,-0.0,-0.0,3960.5751121849135,0.0,-0.0,-0.0,12351.877331334914
t1473,-0.0,30.55482682524397,8581.30221915,-0.0,-0.0,4694.553777854064,0.0,-0.0,-0.0,13306.410823829308
t1474,-0.0,337.73268584169676,8720.302219150002,-0.0,-0.0,4946.98488844597,0.0,-0.0,-0.0,14005.019793437668
t1475,-0.0,431.8415524634481,8784.302219150002,-0.0,-0.0,5107.414520221849,0.0,-0.0,-0.0,14323.5582918353
t1476,-0.0,603.3559803758176,8796.30221915,-0.0,-0.0,4986.408768902462,0.0,-0.0,-0.0,14386.06696842828
t1477,-0.0,704.3906077446244,8755.302219150002,-0.0,-0.0,4712.431077962073,0.0,-0.0,-0.0,14172.1239048567
t1478,-0.0,895.0527271341467,8673.30221915,-0.0,-0.0,4187.307739531642,0.0,-0.0,-0.0,13755.66268581579
t1479,-0.0,807.0548258774442,8590.30221915,-0.0,-0.0,3940.276272303107,0.0,-0.0,-0.0,13337.63331733055
t1480,-0.0,1022.975602109168,8536.30221915,-0.0,-0.0,4784.633080589051,0.0,-0.0,0.0,14343.91090184822
t1481,-0.0,1178.601520072411,8546.30221915,-0.0,-0.0,3384.317902900302,0.0,-0.0,0.0,13109.221642122713
t1482,-0.0,379.2872503240285,8681.30221915,-0.0,-0.0,4748.925909957803,0.0,-0.0,0.0,13809.515379431832
t1483,-0.0,-0.0,8856.30221915,-0.0,-0.0,5432.307693999999,397.6099131499993,-0.0,0.0,14686.2198263
t1484,-0.0,-0.0,8791.30221915,-0.0,-0.0,5402.307693999999,170.60991314999896,-0.0,0.0,14364.2198263
t1485,-0.0,-0.0,8701.302219150002,-0.0,-0.0,5214.091320465698,0.0,-0.0,0.0,13915.3935396157
t1486,-0.0,-0.0,8564.30221915,-0.0,-0.0,4658.563848164243,0.0,-0.0,0.0,13222.866067314244
t1487,-0.0,-0.0,8393.30221915,-0.0,-0.0,3964.654507787425,0.0,-0.0,0.0,12357.956726937426
t1488,-0.0,-0.0,8215.30221915,-0.0,-0.0,3242.2489448949054,0.0,0.0,0.0,11457.551164044906
t1489,-0.0,-0.0,8071.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,0.0,10752.866066106
t1490,-0.0,-0.0,7984.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,0.0,10665.866066106
t1491,-0.0,-0.0,7936.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,0.0,10617.866066106
t1492,-0.0,-0.0,7916.302219150001,-0.0,-0.0,2681.563846956,0.0,0.0,0.0,10597.866066106002
t1493,-0.0,-0.0,7931.302219150001,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,10612.866066106002
t1494,-0.0,-0.0,7985.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,10666.866066106
t1495,-0.0,-0.0,8073.302219150001,-0.0,-0.0,2681.563846956,0.0,-0.0,-0.0,10754.866066106002
t1496,-0.0,91.66448047573192,8198.30221915,-0.0,-0.0,3084.6534868199215,0.0,-0.0,-0.0,11374.620186445654
t1497,-0.0,652.243703296208,8380.302219150002,-0.0,-0.0,3249.610981312225,0.0,0.0,-0.0,12282.156903758434
t1498,-0.0,1097.5293795627633,8524.30221915,-0.0,-0.0,3375.4311731210146,0.0,0.0,-0.0,12997.262771833779
t1499,-0.0,1385.5595471020633,8587.30221915,-0.0,-0.0,3340.110228248401,0.0,0.0,-0.0,13312.971994500464
t1500,-0.0,1614.9244471368947,8611.30221915,-0.0,-0.0,3203.879843658604,0.0,0.0,-0.0,13430.106509945499
t1501,-0.0,1747.7360944039551,8606.30221915,-0.0,-0.0,3046.0549020907624,0.0,0.0,-0.0,13400.093215644718
t1502,-0.0,1701.7001553205878,8565.30221915,-0.0,-0.0,2928.166211164504,0.0,0.0,0.0,13195.168585635092
t1503,-0.0,1634.479536305051,8540.302219150002,-0.0,-0.0,2891.9346845105124,0.0,0.0,0.0,13066.716439965565
t1504,-0.0,1384.3373540290536,8540.302219150002,-0.0,-0.0,3150.0816119066417,0.0,-0.0,0.0,13074.721185085698
t1505,-0.0,980.6062422448299,8604.302219150002,-0.0,-0.0,3821.2923450504213,0.0,-0.0,0.0,13406.200806445253
t1506,-0.0,353.62119579082355,8785.30221915,-0.0,-0.0,5190.227162782415,0.0,-0.0,0.0,14329.150577723238
t1507,0.0,-0.0,8981.30221915,-0.0,-0.0,5493.307693999999,838.60991315,0.0,0.0,15313.2198263
t1508,-0.0,-0.0,8934.30221915,-0.0,-0.0,5470.307694,671.6099131500002,0.0,0.0,15076.219826300001
t1509,-0.0,-0.0,8820.30221915,-0.0,-0.0,5416.307693999999,271.60991314999984,0.0,0.0,14508.2198263
t1510,-0.0,-0.0,8636.302219150002,-0.0,-0.0,4953.6253178243915,0.0,0.0,0.0,13589.927536974394
t1511,-0.0,-0.0,8414.30221915,-0.0,-0.0,4053.1630242351557,0.0,0.0,-0.0,12467.465243385155
t1512,-0.0,-0.0,8219.30221915,-0.0,-0.0,3261.5665273049544,0.0,0.0,-0.0,11480.868746454955
t1513,-0.0,-0.0,8093.30221915,-0.0,-0.0,2968.123301823698,0.0,0.0,-0.0,11061.425520973698
t1514,-0.0,-0.0,8035.302219150001,-0.0,-0.0,3803.1581987697014,0.0,0.0,-0.0,11838.460417919703
t1515,-0.0,-0.0,8015.302219150001,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,10696.866066106002
t1516,-0.0,-0.0,8031.302219150001,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,10712.866066106002
t1517,-0.0,-0.0,8112.302219150001,-0.0,-0.0,2829.1430384700698,0.0,0.0,-0.0,10941.445257620071
t1518,-0.0,-0.0,8339.30221915,-0.0,-0.0,3748.942763369982,0.0,0.0,-0.0,12088.244982519982
t1519,-0.0,-0.0,8686.30221915,-0.0,-0.0,5156.098875434296,0.0,0.0,-0.0,13842.401094584297
t1520,0.0,560.1718251294728,8880.302219150002,-0.0,-0.0,5367.245961138383,0.0,0.0,-0.0,14807.720005417857
t1521,-0.0,1550.5556119583807,8919.302219150002,-0.0,-0.0,5463.307693999999,0.0,0.0,-0.0,15933.165525108383
t1522,-0.0,2292.4268072753043,8927.30221915,-0.0,-0.0,3788.8231438912685,0.0,0.0,-0.0,15008.552170316572
t1523,-0.0,2893.338401505103,8931.30221915,-0.0,-0.0,3191.261999750163,0.0,0.0,-0.0,15015.902620405266
t1524,-0.0,3040.4089679572767,8911.30221915,-0.0,-0.0,2963.942367897093,0.0,0.0,-0.0,14915.65355500437
t1525,-0.0,3037.149786429251,8866.30221915,-0.0,-0.0,2787.169812097426,0.0,0.0,-0.0,14690.621817676678
t1526,-0.0,3049.779114850352,8834.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,14565.645180956351
t1527,-0.0,2937.7447498244564,8786.30221915,-0.0,-0.0,2681.563846956,0.0,0.0,-0.0,14405.610815930457
t1528,-0.0,2343.7589163417147,8774.30221915,-0.0,-0.0,3115.833138156348,0.0,0.0,-0.0,14233.894273648062
