Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,Onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,MA_battery,CT_battery,ME_battery,Total
t7601,5.835233376188793,48.88772292039035,8921.30221915,-0.0,-0.0,5463.307693999999,569.8869568534205,-0.0,-0.0,15009.2198263
t7602,5.835233376188793,-0.0,9101.302219150002,-0.0,-0.0,5549.307693999999,1248.7746797738116,-0.0,-0.0,15905.219826300001
t7603,5.835233376188793,-0.0,9072.302219150002,-0.0,-0.0,5536.307693999999,1150.7746797738107,-0.0,-0.0,15765.219826300001
t7604,5.835233376188793,-0.0,8986.30221915,-0.0,-0.0,5495.307693999999,848.7746797738113,-0.0,-0.0,15336.2198263
t7605,4.364754565389217,-0.0,8857.30221915,-0.0,-0.0,5433.307694,400.2451585846097,-0.0,-0.0,14695.2198263
t7606,0.6302052046283898,-0.0,8657.30221915,-0.0,-0.0,5338.307693999999,0.0,-0.0,-0.0,13996.240118354628
t7607,-0.0,-0.0,8395.30221915,-0.0,-0.0,3973.793450091821,0.0,-0.0,-0.0,12369.095669241822
t7608,-0.0,-0.0,8166.302219150001,-0.0,-0.0,3048.914329589396,0.0,-0.0,-0.0,11215.216548739398
t7609,-0.0,-0.0,8020.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10672.004066106001
t7610,-0.0,-0.0,7942.302219150001,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10594.004066106001
t7611,-0.0,-0.0,7909.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10561.004066106001
t7612,-0.0,-0.0,7913.302219150001,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10565.004066106001
t7613,-0.0,-0.0,7984.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10636.004066106001
t7614,-0.0,-0.0,8208.30221915,-0.0,-0.0,3218.8321179817167,0.0,-0.0,-0.0,11427.134337131716
t7615,-0.0,-0.0,8586.30221915,-0.0,-0.0,4750.131911313858,0.0,-0.0,-0.0,13336.434130463858
t7616,-0.0,301.88168903341045,8768.30221915,-0.0,-0.0,5175.842405631572,0.0,-0.0,-0.0,14246.026313814982
t7617,-0.0,1355.0047202768194,8789.30221915,-0.0,-0.0,4187.284858638397,0.0,-0.0,-0.0,14331.591798065218
t7618,-0.0,2089.950154846688,8779.30221915,-0.0,-0.0,3399.0767025493733,0.0,-0.0,-0.0,14268.329076546062
t7619,-0.0,2568.2350440845066,8772.30221915,-0.0,-0.0,2883.8418593587394,0.0,-0.0,-0.0,14224.379122593245
t7620,-0.0,2615.9005739318873,8749.302219150002,-0.0,-0.0,3768.5723962576994,0.0,-0.0,-0.0,15133.775189339589
t7621,-0.0,2702.6762821155803,8716.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,14070.68034822158
t7622,-0.0,2513.2363557990675,8695.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,13860.240421905066
t7623,-0.0,2181.61463532242,8680.30221915,-0.0,-0.0,2903.705214391632,0.0,-0.0,-0.0,13765.622068864051
t7624,39.0772546252874,1347.2641641477576,8710.30221915,-0.0,-0.0,5118.142832421061,0.0,-0.0,-0.0,15214.786470344106
t7625,79.68716777528736,343.8436512067455,8908.30221915,-0.0,-0.0,5457.307694,159.07909416796693,-0.0,-0.0,14948.2198263
t7626,170.2717260155713,-0.0,9150.30221915,-0.0,-0.0,5574.307694,1259.338187134428,-0.0,-0.0,16154.2198263
t7627,170.2717260155713,-0.0,9139.30221915,-0.0,-0.0,5569.307694,1221.3381871344277,-0.0,-0.0,16100.2198263
t7628,170.2717260155713,-0.0,9066.302219150002,-0.0,-0.0,5533.307693999999,964.338187134428,-0.0,-0.0,15734.219826300001
t7629,121.24741396178752,-0.0,8952.30221915,-0.0,-0.0,5478.307694,614.3624991882127,-0.0,-0.0,15166.219826300003
t7630,40.609913149999954,-0.0,8753.30221915,-0.0,-0.0,5384.307693999999,0.0,-0.0,-0.0,14178.2198263
t7631,-0.0,-0.0,8496.30221915,-0.0,-0.0,5261.307693999999,0.0,-0.0,-0.0,13757.60991315
t7632,-0.0,-0.0,8262.302219150002,-0.0,-0.0,3671.348379311485,0.0,-0.0,-0.0,11933.650598461487
t7633,-0.0,-0.0,8108.302219150001,-0.0,-0.0,2810.8453049606496,0.0,-0.0,-0.0,10919.147524110651
t7634,-0.0,-0.0,8030.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10682.004066106001
t7635,-0.0,-0.0,7994.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10646.004066106001
t7636,-0.0,-0.0,8004.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10656.004066106001
t7637,-0.0,-0.0,8071.30221915,-0.0,-0.0,3949.6591602488343,0.0,-0.0,-0.0,12020.961379398836
t7638,-0.0,-0.0,8283.30221915,-0.0,-0.0,3520.0126810456336,0.0,-0.0,-0.0,11803.314900195634
t7639,-0.0,-0.0,8657.30221915,-0.0,-0.0,5036.034589768982,0.0,-0.0,-0.0,13693.336808918983
t7640,-0.0,288.8449629213064,8846.30221915,-0.0,-0.0,5427.307693999999,73.76495022869273,-0.0,-0.0,14636.2198263
t7641,-0.0,1196.5270184765538,8875.30221915,-0.0,-0.0,4697.902536583119,0.0,-0.0,-0.0,14769.731774209675
t7642,-0.0,1733.4771752188415,8877.302219150002,-0.0,-0.0,4158.433451841845,0.0,-0.0,-0.0,14769.212846210688
t7643,-0.0,2111.9496301608633,8870.30221915,-0.0,-0.0,3741.9326633349037,0.0,-0.0,-0.0,14724.184512645767
t7644,-0.0,2086.6909733186617,8841.30221915,-0.0,-0.0,3653.7276355845884,0.0,-0.0,-0.0,14581.72082805325
t7645,-0.0,1971.397426764741,8802.30221915,-0.0,-0.0,3611.570484000443,0.0,-0.0,-0.0,14385.270129915185
t7646,-0.0,1864.2518340308857,8788.30221915,-0.0,-0.0,4949.204868494376,0.0,-0.0,-0.0,15601.75892167526
t7647,-0.0,1692.7374061185158,8765.302219150002,-0.0,-0.0,3745.1812426238353,0.0,-0.0,-0.0,14203.220867892354
t7648,42.36314229578195,923.9779631953777,8799.30221915,-0.0,-0.0,5406.307694,0.0,-0.0,-0.0,15171.95101864116
t7649,293.40398553004525,43.184155246344815,9008.302219150002,-0.0,-0.0,5506.307694,597.0217723736089,-0.0,0.0,15448.219826300003
t7650,392.2513175535364,-0.0,9195.30221915,-0.0,-0.0,5594.307693999999,1193.3585955964634,-0.0,-0.0,16375.2198263
t7651,392.2513175535364,-0.0,9176.30221915,-0.0,-0.0,5586.307693999999,1128.3585955964638,-0.0,0.0,16283.219826300001
t7652,392.2513175535364,-0.0,9100.30221915,-0.0,-0.0,5549.307693999999,862.3585955964638,-0.0,0.0,15904.219826300001
t7653,392.2513175535364,-0.0,8978.30221915,-0.0,-0.0,5492.307694,437.3585955964632,-0.0,0.0,15300.2198263
t7654,141.21047431927312,-0.0,8775.30221915,-0.0,-0.0,5394.307694,0.0,-0.0,0.0,14310.820387469274
t7655,-0.0,-0.0,8516.30221915,-0.0,-0.0,5271.307694,0.0,-0.0,0.0,13787.609913150001
t7656,-0.0,-0.0,8277.30221915,-0.0,-0.0,3496.615703033071,0.0,-0.0,0.0,11773.917922183071
t7657,-0.0,-0.0,8126.30221915,-0.0,-0.0,3584.561133071717,0.0,-0.0,0.0,11710.863352221717
t7658,-0.0,-0.0,8046.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10698.004066106001
t7659,-0.0,-0.0,8004.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10656.004066106001
t7660,-0.0,-0.0,8008.30221915,-0.0,-0.0,2651.701846956,0.0,-0.0,-0.0,10660.004066106001
t7661,-0.0,-0.0,8070.302219150001,-0.0,-0.0,3943.5599157456945,0.0,-0.0,-0.0,12013.862134895695
t7662,-0.0,-0.0,8277.30221915,-0.0,-0.0,3499.6554008343282,0.0,-0.0,-0.0,11776.957619984329
t7663,-0.0,-0.0,8635.30221915,-0.0,-0.0,5327.307694,0.0,-0.0,-0.0,13962.609913150001
t7664,-0.0,-0.0,8820.30221915,-0.0,-0.0,5416.307693999999,272.6099131499993,-0.0,-0.0,14509.2198263
t7665,-0.0,727.2048784408065,8855.30221915,-0.0,-0.0,5094.130933194381,0.0,-0.0,-0.0,14676.638030785189
t7666,-0.0,1783.1796935212383,8846.30221915,-0.0,-0.0,3981.5808630242454,0.0,-0.0,-0.0,14611.062775695485
t7667,-0.0,2342.9441209597076,8834.30221915,-0.0,-0.0,3362.891922164694,0.0,-0.0,-0.0,14540.138262274402
t7668,-0.0,2100.1350971217694,8798.30221915,-0.0,-0.0,3466.019476709249,0.0,-0.0,-0.0,14364.456792981018
t7669,-0.0,2005.6188328090143,8761.302219150002,-0.0,-0.0,3409.8115789778094,0.0,-0.0,-0.0,14176.732630936825
t7670,-0.0,1689.47822459049,8746.30221915,-0.0,-0.0,4958.549602449261,0.0,-0.0,0.0,15394.330046189752
t7671,-0.0,1245.4147413969445,8723.302219150002,-0.0,-0.0,4034.5046798750664,0.0,-0.0,0.0,14003.221640422013
t7672,-0.0,583.8008912076615,8735.30221915,-0.0,-0.0,4755.044793656008,0.0,-0.0,0.0,14074.14790401367
t7673,-0.0,5.7035676740455425,8918.302219150002,-0.0,-0.0,5463.307693999999,611.9063454759544,-0.0,0.0,14999.219826300001
t7674,-0.0,-0.0,9082.30221915,-0.0,-0.0,5540.307693999999,1188.6099131499996,-0.0,0.0,15811.2198263
t7675,-0.0,-0.0,9038.30221915,-0.0,-0.0,5520.307693999999,1039.6099131500005,-0.0,0.0,15598.2198263
t7676,-0.0,-0.0,8949.30221915,-0.0,-0.0,5478.307694,725.6099131500005,-0.0,0.0,15153.219826300003
t7677,-0.0,-0.0,8848.302219150002,-0.0,-0.0,5429.307693999999,373.6099131500001,-0.0,0.0,14651.219826300001
t7678,-0.0,-0.0,8696.30221915,-0.0,-0.0,5190.674493552509,0.0,-0.0,0.0,13886.97671270251
t7679,-0.0,-0.0,8497.30221915,-0.0,-0.0,4386.899356516657,0.0,-0.0,0.0,12884.201575666657
t7680,-0.0,-0.0,8285.30221915,-0.0,-0.0,3530.191321151286,0.0,-0.0,0.0,11815.493540301286
t7681,-0.0,-0.0,8122.30221915,-0.0,-0.0,2869.8377499920516,0.0,-0.0,0.0,10992.139969142052
t7682,-0.0,-0.0,8031.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10652.250320123865
t7683,-0.0,-0.0,7990.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10611.250320123865
t7684,-0.0,-0.0,7979.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10600.250320123865
t7685,-0.0,-0.0,8001.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10622.250320123865
t7686,-0.0,-0.0,8090.30221915,-0.0,-0.0,2743.674219823596,0.0,-0.0,0.0,10833.976438973597
t7687,-0.0,-0.0,8235.30221915,-0.0,-0.0,3323.638367938868,0.0,-0.0,0.0,11558.94058708887
t7688,-0.0,296.17812135936487,8389.30221915,-0.0,-0.0,3647.319691720207,0.0,-0.0,-0.0,12332.800032229572
t7689,-0.0,1346.4493687657512,8528.302219150002,-0.0,-0.0,3140.9078270986824,0.0,-0.0,-0.0,13015.659415014436
t7690,-0.0,2072.432054133548,8595.302219150002,-0.0,-0.0,2672.179675198935,0.0,-0.0,-0.0,13339.913948482485
t7691,-0.0,2548.2725572253466,8592.302219150002,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,13761.522877349214
t7692,-0.0,2622.826334678943,8558.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,-0.0,13802.076654802808
t7693,-0.0,2583.7161563426303,8506.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,-0.0,13710.966476466496
t7694,-0.0,2474.126177462755,8452.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,-0.0,13547.37649758662
t7695,-0.0,1998.2856743709556,8418.302219150002,-0.0,-0.0,2620.9481009738647,0.0,-0.0,-0.0,13037.535994494823
t7696,-0.0,1290.228487407302,8448.30221915,-0.0,-0.0,2871.6273922667033,0.0,-0.0,-0.0,12610.158098824006
t7697,-0.0,263.58630607910465,8657.30221915,-0.0,-0.0,4769.256083094858,0.0,-0.0,-0.0,13690.144608323964
t7698,-0.0,-0.0,8869.30221915,-0.0,-0.0,4608.407959466408,1259.338187134428,-0.0,-0.0,14737.048365750838
t7699,-0.0,-0.0,8838.30221915,-0.0,-0.0,5425.307694,338.60991315000035,-0.0,-0.0,14602.219826300001
t7700,-0.0,-0.0,8760.30221915,-0.0,-0.0,5387.307693999999,62.609913150000196,-0.0,-0.0,14210.2198263
t7701,-0.0,-0.0,8675.30221915,-0.0,-0.0,3824.9504048406025,1259.338187134428,-0.0,-0.0,13759.590811125032
t7702,-0.0,-0.0,8550.30221915,-0.0,-0.0,3899.775929116725,691.1367167076864,-0.0,-0.0,13141.214864974412
t7703,-0.0,-0.0,8395.30221915,-0.0,-0.0,3972.793450091821,0.0,-0.0,-0.0,12368.095669241822
t7704,-0.0,-0.0,8220.302219150002,-0.0,-0.0,3266.6657718080937,0.0,-0.0,-0.0,11486.967990958095
t7705,-0.0,-0.0,8080.302219150001,-0.0,-0.0,2620.9481009738647,78.4348637109229,-0.0,-0.0,10779.685183834788
t7706,-0.0,-0.0,7999.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10620.250320123865
t7707,-0.0,-0.0,7960.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10581.250320123865
t7708,-0.0,-0.0,7946.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10567.250320123865
t7709,-0.0,-0.0,7964.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10585.250320123865
t7710,-0.0,-0.0,8030.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,10651.250320123865
t7711,-0.0,-0.0,8136.302219150002,-0.0,-0.0,2620.9481009738647,300.92883638078536,-0.0,-0.0,11058.179156504651
t7712,-0.0,298.2151098143812,8265.302219150002,-0.0,-0.0,2620.9481009738647,515.5070460099212,-0.0,-0.0,11699.972475948169
t7713,-0.0,1323.635098069569,8412.302219150002,-0.0,-0.0,2620.9481009738647,72.72467648128477,-0.0,-0.0,12429.610094674721
t7714,-0.0,2059.3953280214437,8489.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,13169.645648145308
t7715,-0.0,2549.9021479893604,8508.302219150002,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,13679.152468113227
t7716,-0.0,2632.6038792630206,8505.302219150002,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,13758.854199386888
t7717,-0.0,2647.270196139138,8484.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,13752.520516263003
t7718,-0.0,2539.3098080232758,8456.30221915,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,13616.56012814714
t7719,-0.0,2020.2851496851317,8444.302219150002,-0.0,-0.0,2620.9481009738647,0.0,-0.0,0.0,13085.535469809
t7720,-0.0,1202.2305861505995,8502.302219150002,-0.0,-0.0,3183.182944041507,-0.0,-0.0,-0.0,12887.71574934211
t7721,-0.0,133.21904495806373,8751.30221915,-0.0,-0.0,5281.721430433035,0.0,-0.0,-0.0,14166.242694541099
t7722,-0.0,-0.0,8972.30221915,-0.0,-0.0,5488.307693999999,806.60991315,-0.0,-0.0,15267.2198263
t7723,-0.0,-0.0,8958.30221915,-0.0,-0.0,5482.307693999999,759.6099131499993,-0.0,-0.0,15200.2198263
t7724,-0.0,-0.0,8879.30221915,-0.0,-0.0,5444.307694,479.60991315,-0.0,-0.0,14803.219826300001
t7725,-0.0,-0.0,8774.30221915,-0.0,-0.0,5394.307694,112.60991314999913,-0.0,-0.0,14281.219826300001
t7726,-0.0,-0.0,8589.30221915,-0.0,-0.0,4760.2907025188815,0.0,-0.0,-0.0,13349.592921668882
t7727,-0.0,-0.0,8372.30221915,-0.0,-0.0,3881.205538041579,0.0,-0.0,-0.0,12253.507757191579
t7728,-0.0,-0.0,8178.3022191499995,-0.0,-0.0,3096.7479834157734,0.0,-0.0,-0.0,11275.050202565773
t7729,0.0,-0.0,8051.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,-0.0,10672.250320123865
t7730,-0.0,-0.0,7988.30221915,-0.0,-0.0,3263.7546350383213,0.0,-0.0,-0.0,11252.056854188322
t7731,-0.0,-0.0,7967.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,-0.0,10588.250320123865
t7732,-0.0,-0.0,7980.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,-0.0,10601.250320123865
t7733,0.0,-0.0,8057.302219150001,-0.0,-0.0,2620.9481009738647,0.0,-0.0,-0.0,10678.250320123865
t7734,-0.0,-0.0,8279.30221915,-0.0,-0.0,3505.7546453374684,0.0,-0.0,-0.0,11785.05686448747
t7735,-0.0,-0.0,8662.302219150002,-0.0,-0.0,5058.411718880914,0.0,-0.0,-0.0,13720.713938030916
t7736,-0.0,219.1799577597501,8857.30221915,-0.0,-0.0,5433.307694,185.42995539024884,-0.0,-0.0,14695.2198263
t7737,-0.0,1220.563482245746,8888.30221915,-0.0,-0.0,4726.302024862012,0.0,-0.0,-0.0,14835.167726257758
t7738,-0.0,1885.843911654058,8875.30221915,-0.0,-0.0,3993.883611991083,0.0,-0.0,-0.0,14755.029742795141
t7739,-0.0,2290.7972165112915,8861.30221915,-0.0,-0.0,3523.9198330959725,0.0,-0.0,-0.0,14676.019268757263
t7740,-0.0,2354.758653998802,8832.30221915,-0.0,-0.0,3342.684092428317,0.0,-0.0,-0.0,14529.74496557712
t7741,-0.0,2211.354666765657,8786.30221915,-0.0,-0.0,3302.738818152601,0.0,-0.0,-0.0,14300.395704068258
t7742,-0.0,2115.6162093798926,8761.302219150002,-0.0,-0.0,3297.6308754100314,0.0,-0.0,-0.0,14174.549303939926
t7743,-0.0,1777.0687281561895,8731.30221915,-0.0,-0.0,3521.81401738047,0.0,-0.0,-0.0,14030.18496468666
t7744,50.10544073759734,1091.0110165067113,8752.302219150002,-0.0,-0.0,5383.307694,0.0,-0.0,-0.0,15276.72637039431
t7745,261.68199306251677,129.95986343003767,8965.30221915,-0.0,-0.0,5485.307693999999,387.96805665744455,-0.0,0.0,15230.2198263
t7746,330.5883630076866,-0.0,9185.302219150002,-0.0,-0.0,5590.307694,1222.0215501423138,-0.0,-0.0,16328.219826300001
t7747,330.5883630076866,-0.0,9172.302219150002,-0.0,-0.0,5584.307693999999,1175.0215501423131,-0.0,0.0,16262.219826300001
t7748,330.5883630076866,-0.0,9098.302219150002,-0.0,-0.0,5548.307694,917.0215501423122,-0.0,0.0,15894.2198263
t7749,316.18646547491943,-0.0,8980.30221915,-0.0,-0.0,5492.307694,516.4234476750804,-0.0,0.0,15305.219826300001
t7750,104.60991315000001,-0.0,8772.30221915,-0.0,-0.0,5392.307693999999,0.0,-0.0,0.0,14269.2198263
t7751,-0.0,-0.0,8514.30221915,-0.0,-0.0,5270.307693999999,0.0,-0.0,0.0,13784.60991315
t7752,-0.0,-0.0,8273.30221915,-0.0,-0.0,4765.672484092223,0.0,-0.0,0.0,13038.974703242224
t7753,-0.0,-0.0,8119.30221915,-0.0,-0.0,2855.5995631845153,0.0,-0.0,-0.0,10974.901782334517
t7754,-0.0,-0.0,8039.30221915,-0.0,-0.0,2649.8058469559996,0.0,-0.0,-0.0,10689.108066106
t7755,-0.0,-0.0,8012.302219150001,-0.0,-0.0,3708.5305889182036,0.0,-0.0,-0.0,11720.832808068204
t7756,-0.0,-0.0,8018.3022191499995,-0.0,-0.0,2649.8058469559996,0.0,-0.0,-0.0,10668.108066105999
t7757,-0.0,-0.0,8089.302219150001,-0.0,-0.0,2737.574975320456,0.0,-0.0,-0.0,10826.877194470457
t7758,-0.0,-0.0,8313.302219150002,-0.0,-0.0,4008.132997957132,0.0,-0.0,-0.0,12321.435217107133
t7759,-0.0,-0.0,8678.30221915,-0.0,-0.0,5120.483559514829,0.0,-0.0,-0.0,13798.78577866483
t7760,-0.0,164.18126947431097,8851.302219150002,-0.0,-0.0,5431.307693999999,218.4286436756895,-0.0,-0.0,14665.219826300003
t7761,-0.0,1176.5645316173946,8873.30221915,-0.0,-0.0,4710.12231455584,0.0,-0.0,-0.0,14759.989065323234
t7762,-0.0,1915.5839430972953,8855.30221915,-0.0,-0.0,3882.163850575095,0.0,-0.0,-0.0,14653.05001282239
t7763,-0.0,2276.9456950171807,8832.30221915,-0.0,-0.0,3424.0812509015927,0.0,0.0,-0.0,14533.329165068773
t7764,-0.0,2285.9084442192525,8801.30221915,-0.0,-0.0,3287.7572219121716,0.0,0.0,-0.0,14374.967885281425
t7765,-0.0,2322.9816341005485,8767.30221915,-0.0,-0.0,4396.920816462166,0.0,0.0,-0.0,15487.204669712715
t7766,-0.0,2224.391392877761,8746.30221915,-0.0,-0.0,3126.6446323708305,0.0,0.0,-0.0,14097.33824439859
t7767,-0.0,1658.1086023832397,8718.30221915,-0.0,-0.0,3592.2620192409536,0.0,0.0,-0.0,13968.672840774194
t7768,25.288141476954376,954.940187711625,8741.30221915,-0.0,-0.0,4372.125835964315,0.0,0.0,-0.0,14093.656384302896
t7769,175.14379467372098,2.8517838370227713,8960.30221915,-0.0,-0.0,5483.307693999999,585.6143346392552,0.0,-0.0,15207.219826299997
t7770,234.14945811994784,-0.0,9147.30221915,-0.0,-0.0,5572.307693999999,1183.4604550300528,0.0,0.0,16137.2198263
t7771,234.14945811994784,-0.0,9131.30221915,-0.0,-0.0,5564.307694,1130.460455030052,0.0,0.0,16060.219826300001
t7772,234.14945811994784,-0.0,9056.30221915,-0.0,-0.0,5528.307693999999,866.4604550300527,0.0,0.0,15685.2198263
t7773,234.14945811994784,-0.0,8938.302219150002,-0.0,-0.0,5472.307693999999,452.46045503005115,0.0,0.0,15097.219826300001
t7774,84.29380492318121,-0.0,8752.302219150002,-0.0,-0.0,5383.307694,0.0,0.0,0.0,14219.903718073183
t7775,-0.0,-0.0,8491.30221915,-0.0,-0.0,4363.482529603467,0.0,0.0,0.0,12854.784748753467
t7776,-0.0,-0.0,8248.30221915,-0.0,-0.0,4661.905931936328,0.0,0.0,0.0,12910.208151086328
t7777,-0.0,-0.0,8084.30221915,-0.0,-0.0,2715.197846208523,0.0,0.0,0.0,10799.500065358523
t7778,-0.0,-0.0,7996.302219150001,-0.0,-0.0,3645.438899383662,0.0,0.0,0.0,11641.741118533664
t7779,-0.0,-0.0,7954.30221915,-0.0,-0.0,2649.8058469559996,0.0,0.0,0.0,10604.108066106
t7780,-0.0,-0.0,7949.30221915,-0.0,-0.0,2649.8058469559996,0.0,0.0,-0.0,10599.108066106
t7781,-0.0,-0.0,8010.30221915,-0.0,-0.0,2649.8058469559996,0.0,0.0,-0.0,10660.108066106
t7782,-0.0,-0.0,8206.30221915,-0.0,-0.0,3210.69317567732,0.0,-0.0,-0.0,11416.995394827321
t7783,-0.0,-0.0,8537.302219150002,-0.0,-0.0,4551.717900405836,0.0,-0.0,-0.0,13089.020119555838
t7784,-0.0,2.036988455016265,8739.30221915,-0.0,-0.0,5365.653803812786,0.0,-0.0,-0.0,14106.993011417802
t7785,-0.0,858.3869349438539,8810.302219150002,-0.0,-0.0,4779.228779689023,0.0,-0.0,0.0,14447.91793378288
t7786,-0.0,1448.298791516564,8838.30221915,-0.0,-0.0,4291.572862458081,0.0,-0.0,0.0,14578.173873124644
t7787,-0.0,1845.9189379357392,8841.30221915,-0.0,-0.0,3899.2787311718353,0.0,0.0,0.0,14586.499888257575
t7788,-0.0,2098.505506357756,8821.30221915,-0.0,-0.0,3557.229627307388,0.0,0.0,0.0,14477.037352815145
t7789,-0.0,1996.2486859159394,8775.30221915,-0.0,-0.0,3474.300611314952,0.0,0.0,0.0,14245.851516380892
t7790,-0.0,2113.9866186158797,8753.30221915,-0.0,-0.0,4183.317977891272,0.0,0.0,0.0,15050.606815657153
t7791,-0.0,1816.1789064925017,8725.30221915,-0.0,-0.0,3459.5305669882555,0.0,0.0,0.0,14001.011692630756
t7792,-0.0,1176.9719293083979,8716.30221915,-0.0,-0.0,4076.8296329243904,0.0,0.0,0.0,13970.10378138279
t7793,-0.0,48.07292753838385,8903.302219150002,-0.0,-0.0,5456.307693999999,518.5369856116158,0.0,0.0,14926.219826300001
t7794,-0.0,-0.0,9090.30221915,-0.0,-0.0,5544.307693999999,1217.6099131499996,-0.0,0.0,15852.2198263
t7795,-0.0,-0.0,9047.302219150002,-0.0,-0.0,5524.307694,1070.6099131499993,-0.0,0.0,15642.219826300001
t7796,-0.0,-0.0,8959.30221915,-0.0,-0.0,5482.307693999999,759.6099131499993,-0.0,-0.0,15201.2198263
t7797,-0.0,-0.0,8839.30221915,-0.0,-0.0,5425.307694,338.60991315,0.0,-0.0,14603.219826300001
t7798,-0.0,-0.0,8666.30221915,-0.0,-0.0,5070.630056787821,0.0,0.0,0.0,13736.932275937821
t7799,-0.0,-0.0,8440.30221915,-0.0,-0.0,4161.008971993562,0.0,0.0,0.0,12601.311191143563
t7800,-0.0,-0.0,8208.30221915,-0.0,-0.0,3217.8122690810883,0.0,0.0,0.0,11426.11448823109
t7801,-0.0,-0.0,8032.302219150001,-0.0,-0.0,2505.60519519485,0.0,0.0,0.0,10537.90741434485
t7802,-0.0,-0.0,7930.30221915,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,10277.180679495308
t7803,-0.0,-0.0,7873.302219150001,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,10220.18067949531
t7804,-0.0,-0.0,7853.30221915,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,10200.180679495308
t7805,-0.0,-0.0,7873.302219150001,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,10220.18067949531
t7806,-0.0,-0.0,7965.30221915,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,10312.180679495308
t7807,-0.0,-0.0,8103.30221915,-0.0,-0.0,2793.527722550601,0.0,0.0,0.0,10896.829941700602
t7808,-0.0,47.665529847380604,8271.30221915,-0.0,-0.0,3263.655562167339,160.79952857794726,0.0,0.0,11743.422839742667
t7809,0.0,1277.191761295198,8459.30221915,-0.0,-0.0,2932.736687985671,0.0,0.0,0.0,12669.23066843087
t7810,-0.0,1999.9152651349686,8582.30221915,-0.0,-0.0,2694.2426422079498,0.0,0.0,0.0,13276.460126492919
t7811,-0.0,2491.644278175895,8636.302219150002,-0.0,-0.0,2407.445244368068,0.0,0.0,0.0,13535.391741693966
t7812,-0.0,2619.5671531509165,8635.30221915,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,13601.747832646226
t7813,-0.0,2622.826334678943,8542.30221915,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,13512.00701417425
t7814,-0.0,2496.125652776931,8391.30221915,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,13234.306332272241
t7815,-0.0,1984.4341528768452,8258.302219150002,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,12589.614832372157
t7816,-0.0,1245.8221390879476,8190.30221915,-0.0,-0.0,2346.8784603453087,0.0,0.0,0.0,11783.002818583256
t7817,-0.0,109.58997887987505,8275.30221915,-0.0,-0.0,3378.7512390494426,0.0,0.0,0.0,11763.643437079318
t7818,-0.0,-0.0,8375.30221915,-0.0,-0.0,3897.48342265037,0.0,0.0,0.0,12272.78564180037
